Index,Vertices,Partial Domination Fraction,Smallest Set Size,Occurrences,Example Set,Max Minimal Set Size,Gamma - Gamma,Edges,Max Degree,Number of Leaves,Is Unique,Excel Row
176,9,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 4), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (4, 5)]",5,6,False,178
177,9,2/3,1,1,"(0,)",4,3,"[(0, 1), (0, 4), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3), (4, 5)]",5,6,True,179
178,9,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3)]",6,7,False,180
179,9,2/3,1,1,"(0,)",5,4,"[(0, 1), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (1, 3)]",6,7,True,181
180,9,1/3,1,5,"(0,)",2,1,"[(0, 1), (0, 3), (0, 5), (0, 7), (1, 2), (3, 4), (5, 6), (7, 8)]",4,4,False,182
181,9,2/3,2,8,"(0, 1)",3,1,"[(0, 1), (0, 3), (0, 5), (0, 7), (1, 2), (3, 4), (5, 6), (7, 8)]",4,4,False,183
182,9,1/3,1,4,"(0,)",2,1,"[(0, 1), (0, 3), (0, 5), (0, 7), (0, 8), (1, 2), (3, 4), (5, 6)]",5,5,False,184
183,9,2/3,1,1,"(0,)",3,2,"[(0, 1), (0, 3), (0, 5), (0, 7), (0, 8), (1, 2), (3, 4), (5, 6)]",5,5,True,185
184,9,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (3, 4)]",6,6,False,186
185,9,2/3,1,1,"(0,)",4,3,"[(0, 1), (0, 3), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2), (3, 4)]",6,6,True,187
186,9,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2)]",7,7,False,188
187,9,2/3,1,1,"(0,)",5,4,"[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (1, 2)]",7,7,True,189
188,9,1/3,1,1,"(0,)",2,1,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8)]",8,8,True,190
189,9,2/3,1,1,"(0,)",5,4,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8)]",8,8,True,191
190,10,1/3,2,43,"(0, 1)",2,0,"[(0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (4, 5), (6, 7), (7, 8), (8, 9)]",2,2,False,192
191,10,2/3,3,72,"(0, 1, 4)",3,0,"[(0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (4, 5), (6, 7), (7, 8), (8, 9)]",2,2,False,193
192,10,1/3,1,1,"(3,)",2,1,"[(0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (8, 9)]",3,3,True,194
193,10,2/3,2,4,"(0, 3)",4,2,"[(0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (8, 9)]",3,3,False,195
194,10,1/3,1,2,"(3,)",2,1,"[(0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 9)]",3,4,False,196
195,10,2/3,2,5,"(0, 3)",4,2,"[(0, 1), (0, 6), (1, 2), (2, 3), (3, 4), (3, 5), (6, 7), (7, 8), (7, 9)]",3,4,False,197
196,10,1/3,1,1,"(2,)",2,1,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 5), (3, 4), (6, 7), (7, 8), (8, 9)]",3,3,True,198
197,10,2/3,2,3,"(2, 6)",3,1,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 5), (3, 4), (6, 7), (7, 8), (8, 9)]",3,3,False,199
198,10,1/3,1,2,"(2,)",2,1,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 5), (3, 4), (6, 7), (7, 8), (7, 9)]",3,4,False,200
199,10,2/3,2,4,"(1, 7)",4,2,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 5), (3, 4), (6, 7), (7, 8), (7, 9)]",3,4,False,201
200,10,1/3,1,2,"(2,)",2,1,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 5), (3, 4), (6, 7), (6, 9), (7, 8)]",3,4,False,202
201,10,2/3,2,3,"(2, 6)",4,2,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 5), (3, 4), (6, 7), (6, 9), (7, 8)]",3,4,False,203
202,10,1/3,1,1,"(1,)",2,1,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (3, 4), (6, 7), (7, 8), (8, 9)]",3,3,True,204
203,10,2/3,2,2,"(1, 7)",4,2,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (3, 4), (6, 7), (7, 8), (8, 9)]",3,3,False,205
204,10,1/3,1,2,"(1,)",2,1,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (3, 4), (6, 7), (7, 8), (7, 9)]",3,4,False,206
205,10,2/3,2,3,"(1, 7)",4,2,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (3, 4), (6, 7), (7, 8), (7, 9)]",3,4,False,207
206,10,1/3,1,2,"(1,)",2,1,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (3, 4), (6, 7), (6, 9), (7, 8)]",3,4,False,208
207,10,2/3,2,4,"(1, 6)",4,2,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (3, 4), (6, 7), (6, 9), (7, 8)]",3,4,False,209
208,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 5), (2, 3), (3, 4), (6, 7), (7, 8)]",3,4,False,210
209,10,2/3,2,2,"(0, 3)",4,2,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 5), (2, 3), (3, 4), (6, 7), (7, 8)]",3,4,False,211
210,10,1/3,1,1,"(0,)",2,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (7, 8)]",3,3,True,212
211,10,2/3,2,2,"(0, 3)",3,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (7, 8)]",3,3,False,213
212,10,1/3,1,1,"(6,)",3,2,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8), (6, 9)]",4,4,True,214
213,10,2/3,2,5,"(0, 6)",4,2,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8), (6, 9)]",4,4,False,215
214,10,1/3,1,2,"(5,)",2,1,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 9), (6, 7), (6, 8)]",3,4,False,216
215,10,2/3,2,5,"(1, 6)",4,2,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 9), (6, 7), (6, 8)]",3,4,False,217
216,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8)]",3,4,False,218
217,10,2/3,2,5,"(0, 3)",4,2,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (6, 8)]",3,4,False,219
218,10,1/3,1,1,"(5,)",2,1,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (8, 9)]",3,3,True,220
219,10,2/3,2,2,"(2, 5)",3,1,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7), (8, 9)]",3,3,False,221
220,10,1/3,1,1,"(5,)",2,1,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 9), (6, 7)]",4,4,True,222
221,10,2/3,2,4,"(1, 5)",4,2,"[(0, 1), (0, 5), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (5, 9), (6, 7)]",4,4,False,223
222,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7)]",3,4,False,224
223,10,2/3,2,3,"(0, 3)",4,2,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (5, 8), (6, 7)]",3,4,False,225
224,10,1/3,1,1,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9)]",3,3,True,226
225,10,2/3,2,1,"(0, 3)",3,1,"[(0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7), (8, 9)]",3,3,True,227
226,10,1/3,1,1,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7)]",4,4,True,228
227,10,2/3,2,5,"(0, 2)",4,2,"[(0, 1), (0, 5), (0, 8), (0, 9), (1, 2), (2, 3), (3, 4), (5, 6), (6, 7)]",4,4,False,229
228,10,1/3,1,1,"(2,)",3,2,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (8, 9)]",5,5,True,230
229,10,2/3,2,5,"(0, 2)",5,3,"[(0, 1), (0, 7), (1, 2), (2, 3), (2, 4), (2, 5), (2, 6), (7, 8), (8, 9)]",5,5,False,231
230,10,1/3,1,2,"(1,)",3,2,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (8, 9)]",4,5,False,232
231,10,2/3,2,6,"(0, 2)",4,2,"[(0, 1), (0, 7), (1, 2), (1, 6), (2, 3), (2, 4), (2, 5), (7, 8), (8, 9)]",4,5,False,233
232,10,1/3,1,2,"(2,)",3,2,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (7, 8), (7, 9)]",4,5,False,234
233,10,2/3,2,6,"(0, 2)",5,3,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (7, 8), (7, 9)]",4,5,False,235
234,10,1/3,1,2,"(2,)",3,2,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (6, 9), (7, 8)]",4,5,False,236
235,10,2/3,2,5,"(0, 2)",4,2,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (6, 9), (7, 8)]",4,5,False,237
236,10,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 6), (0, 9), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (7, 8)]",4,5,False,238
237,10,2/3,2,5,"(0, 2)",5,3,"[(0, 1), (0, 6), (0, 9), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (7, 8)]",4,5,False,239
238,10,1/3,1,2,"(2,)",3,2,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (6, 8), (6, 9)]",4,6,False,240
239,10,2/3,2,9,"(0, 2)",5,3,"[(0, 1), (0, 6), (1, 2), (2, 3), (2, 4), (2, 5), (6, 7), (6, 8), (6, 9)]",4,6,False,241
240,10,1/3,1,2,"(1,)",2,1,"[(0, 1), (0, 7), (1, 2), (1, 5), (2, 3), (2, 4), (5, 6), (7, 8), (8, 9)]",3,4,False,242
241,10,2/3,2,3,"(1, 8)",4,2,"[(0, 1), (0, 7), (1, 2), (1, 5), (2, 3), (2, 4), (5, 6), (7, 8), (8, 9)]",3,4,False,243
242,10,1/3,1,2,"(1,)",2,1,"[(0, 1), (0, 7), (1, 2), (1, 5), (1, 6), (2, 3), (2, 4), (7, 8), (8, 9)]",4,5,False,244
243,10,2/3,2,6,"(1, 2)",4,2,"[(0, 1), (0, 7), (1, 2), (1, 5), (1, 6), (2, 3), (2, 4), (7, 8), (8, 9)]",4,5,False,245
244,10,1/3,1,3,"(1,)",2,1,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (2, 4), (6, 7), (7, 8), (7, 9)]",3,5,False,246
245,10,2/3,2,3,"(1, 7)",4,2,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (2, 4), (6, 7), (7, 8), (7, 9)]",3,5,False,247
246,10,1/3,1,3,"(1,)",2,1,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (2, 4), (6, 7), (6, 9), (7, 8)]",3,5,False,248
247,10,2/3,2,4,"(1, 6)",4,2,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (2, 4), (6, 7), (6, 9), (7, 8)]",3,5,False,249
248,10,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 5), (2, 3), (2, 4), (6, 7), (7, 8)]",3,5,False,250
249,10,2/3,2,4,"(0, 2)",4,2,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 5), (2, 3), (2, 4), (6, 7), (7, 8)]",3,5,False,251
250,10,1/3,1,3,"(1,)",3,2,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (2, 4), (6, 7), (6, 8), (6, 9)]",4,6,False,252
251,10,2/3,2,5,"(1, 6)",5,3,"[(0, 1), (0, 6), (1, 2), (1, 5), (2, 3), (2, 4), (6, 7), (6, 8), (6, 9)]",4,6,False,253
252,10,1/3,1,4,"(0,)",2,1,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 5), (2, 3), (2, 4), (6, 7), (6, 8)]",3,6,False,254
253,10,2/3,2,3,"(0, 2)",4,2,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 5), (2, 3), (2, 4), (6, 7), (6, 8)]",3,6,False,255
254,10,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7), (6, 8)]",3,5,False,256
255,10,2/3,2,5,"(0, 2)",4,2,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7), (6, 8)]",3,5,False,257
256,10,1/3,1,2,"(2,)",2,1,"[(0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (5, 8), (6, 7), (8, 9)]",3,4,False,258
257,10,2/3,2,3,"(2, 5)",4,2,"[(0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (5, 8), (6, 7), (8, 9)]",3,4,False,259
258,10,1/3,1,2,"(2,)",2,1,"[(0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (5, 8), (5, 9), (6, 7)]",4,5,False,260
259,10,2/3,2,5,"(1, 5)",4,2,"[(0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (5, 8), (5, 9), (6, 7)]",4,5,False,261
260,10,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (5, 8), (6, 7)]",3,5,False,262
261,10,2/3,2,3,"(0, 2)",4,2,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (5, 8), (6, 7)]",3,5,False,263
262,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7), (8, 9)]",3,4,False,264
263,10,2/3,2,4,"(0, 2)",4,2,"[(0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7), (8, 9)]",3,4,False,265
264,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7)]",4,5,False,266
265,10,2/3,2,7,"(0, 2)",5,3,"[(0, 1), (0, 5), (0, 8), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (6, 7)]",4,5,False,267
266,10,1/3,1,2,"(2,)",3,2,"[(0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (5, 8), (5, 9)]",5,6,False,268
267,10,2/3,2,5,"(0, 5)",5,3,"[(0, 1), (0, 5), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (5, 8), (5, 9)]",5,6,False,269
268,10,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (5, 8)]",4,6,False,270
269,10,2/3,2,6,"(0, 2)",5,3,"[(0, 1), (0, 5), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (5, 8)]",4,6,False,271
270,10,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9)]",3,5,False,272
271,10,2/3,2,3,"(0, 2)",4,2,"[(0, 1), (0, 5), (0, 8), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7), (8, 9)]",3,5,False,273
272,10,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7)]",4,6,False,274
273,10,2/3,2,5,"(0, 2)",5,3,"[(0, 1), (0, 5), (0, 8), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (5, 7)]",4,6,False,275
274,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 7), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8)]",4,5,False,276
275,10,2/3,2,5,"(0, 2)",4,2,"[(0, 1), (0, 5), (0, 7), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6), (7, 8)]",4,5,False,277
276,10,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6)]",5,6,False,278
277,10,2/3,2,7,"(0, 1)",5,3,"[(0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (1, 2), (2, 3), (2, 4), (5, 6)]",5,6,False,279
278,10,1/3,1,1,"(1,)",2,1,"[(0, 1), (0, 7), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (8, 9)]",4,4,True,280
279,10,2/3,2,3,"(1, 7)",4,2,"[(0, 1), (0, 7), (1, 2), (1, 4), (1, 6), (2, 3), (4, 5), (7, 8), (8, 9)]",4,4,False,281
280,10,1/3,1,2,"(1,)",2,1,"[(0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (7, 8)]",3,4,False,282
281,10,2/3,2,4,"(1, 6)",4,2,"[(0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 9), (7, 8)]",3,4,False,283
282,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (7, 8)]",3,4,False,284
283,10,2/3,2,1,"(1, 7)",4,2,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (7, 8)]",3,4,True,285
284,10,1/3,1,2,"(1,)",3,2,"[(0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 8), (6, 9)]",4,5,False,286
285,10,2/3,2,5,"(1, 6)",4,2,"[(0, 1), (0, 6), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 8), (6, 9)]",4,5,False,287
286,10,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 8)]",3,5,False,288
287,10,2/3,2,3,"(1, 6)",4,2,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (6, 8)]",3,5,False,289
288,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 6), (0, 8), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (8, 9)]",3,4,False,290
289,10,2/3,3,76,"(0, 1, 2)",4,1,"[(0, 1), (0, 6), (0, 8), (1, 2), (1, 4), (2, 3), (4, 5), (6, 7), (8, 9)]",3,4,False,291
290,10,1/3,1,1,"(1,)",3,2,"[(0, 1), (0, 7), (1, 2), (1, 4), (1, 5), (1, 6), (2, 3), (7, 8), (8, 9)]",5,5,True,292
291,10,2/3,2,6,"(0, 1)",4,2,"[(0, 1), (0, 7), (1, 2), (1, 4), (1, 5), (1, 6), (2, 3), (7, 8), (8, 9)]",5,5,False,293
292,10,1/3,1,2,"(1,)",2,1,"[(0, 1), (0, 6), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7), (6, 9), (7, 8)]",4,5,False,294
293,10,2/3,2,5,"(1, 6)",4,2,"[(0, 1), (0, 6), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7), (6, 9), (7, 8)]",4,5,False,295
294,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7), (7, 8)]",4,5,False,296
295,10,2/3,2,4,"(0, 1)",4,2,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7), (7, 8)]",4,5,False,297
296,10,1/3,1,2,"(1,)",3,2,"[(0, 1), (0, 6), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7), (6, 8), (6, 9)]",4,6,False,298
297,10,2/3,2,8,"(1, 6)",5,3,"[(0, 1), (0, 6), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7), (6, 8), (6, 9)]",4,6,False,299
298,10,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7), (6, 8)]",4,6,False,300
299,10,2/3,2,5,"(0, 1)",4,2,"[(0, 1), (0, 6), (0, 9), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7), (6, 8)]",4,6,False,301
300,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 6), (0, 8), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7), (8, 9)]",4,5,False,302
301,10,2/3,2,5,"(0, 1)",4,2,"[(0, 1), (0, 6), (0, 8), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7), (8, 9)]",4,5,False,303
302,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 6), (0, 8), (0, 9), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7)]",4,6,False,304
303,10,2/3,2,5,"(0, 1)",4,2,"[(0, 1), (0, 6), (0, 8), (0, 9), (1, 2), (1, 4), (1, 5), (2, 3), (6, 7)]",4,6,False,305
304,10,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 5), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6), (5, 8), (6, 7)]",3,5,False,306
305,10,2/3,2,3,"(1, 5)",4,2,"[(0, 1), (0, 5), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6), (5, 8), (6, 7)]",3,5,False,307
306,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9)]",3,4,False,308
307,10,2/3,2,1,"(1, 6)",4,2,"[(0, 1), (0, 5), (0, 8), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7), (8, 9)]",3,4,True,309
308,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7)]",4,5,False,310
309,10,2/3,2,6,"(0, 1)",4,2,"[(0, 1), (0, 5), (0, 8), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6), (6, 7)]",4,5,False,311
310,10,1/3,1,2,"(1,)",3,2,"[(0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9)]",5,6,False,312
311,10,2/3,2,5,"(0, 5)",5,3,"[(0, 1), (0, 5), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8), (5, 9)]",5,6,False,313
312,10,1/3,1,3,"(0,)",3,2,"[(0, 1), (0, 5), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8)]",4,6,False,314
313,10,2/3,2,5,"(0, 5)",4,2,"[(0, 1), (0, 5), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (5, 8)]",4,6,False,315
314,10,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9)]",3,5,False,316
315,10,2/3,2,2,"(1, 5)",4,2,"[(0, 1), (0, 5), (0, 8), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7), (8, 9)]",3,5,False,317
316,10,1/3,1,3,"(0,)",2,1,"[(0, 1), (0, 5), (0, 8), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7)]",4,6,False,318
317,10,2/3,2,6,"(0, 1)",4,2,"[(0, 1), (0, 5), (0, 8), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6), (5, 7)]",4,6,False,319
318,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 5), (0, 7), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6), (7, 8)]",4,5,False,320
319,10,2/3,2,3,"(0, 1)",4,2,"[(0, 1), (0, 5), (0, 7), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6), (7, 8)]",4,5,False,321
320,10,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6)]",5,6,False,322
321,10,2/3,2,6,"(0, 1)",4,2,"[(0, 1), (0, 5), (0, 7), (0, 8), (0, 9), (1, 2), (1, 4), (2, 3), (5, 6)]",5,6,False,323
322,10,1/3,1,1,"(0,)",2,1,"[(0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9)]",3,3,True,324
323,10,2/3,3,62,"(0, 1, 5)",4,1,"[(0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (8, 9)]",3,3,False,325
324,10,1/3,1,2,"(0,)",2,1,"[(0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9)]",3,4,False,326
325,10,2/3,2,2,"(2, 7)",4,2,"[(0, 1), (0, 4), (0, 7), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8), (7, 9)]",3,4,False,327
326,10,1/3,1,1,"(0,)",2,1,"[(0, 1), (0, 4), (0, 7), (0, 9), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8)]",4,4,True,328
327,10,2/3,2,4,"(0, 2)",4,2,"[(0, 1), (0, 4), (0, 7), (0, 9), (1, 2), (2, 3), (4, 5), (5, 6), (7, 8)]",4,4,False,329
328,10,1/3,1,1,"(0,)",3,2,"[(0, 1), (0, 4), (0, 7), (0, 8), (0, 9), (1, 2), (2, 3), (4, 5), (5, 6)]",5,5,True,330
329,10,2/3,2,6,"(0, 1)",5,3,"[(0, 1), (0, 4), (0, 7), (0, 8), (0, 9), (1, 2), (2, 3), (4, 5), (5, 6)]",5,5,False,331
330,10,1/3,1,1,"(4,)",3,2,"[(0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9)]",6,6,True,332
331,10,2/3,1,1,"(4,)",5,4,"[(0, 1), (0, 4), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9)]",6,6,True,333
332,10,1/3,1,2,"(0,)",3,2,"[(0, 1), (0, 4), (0, 9), (1, 2), (2, 3), (4, 5), (4, 6), (4, 7), (4, 8)]",5,6,False,334
